AverageReturn,MeanRew,SimRew-MeanRew,Time-MeanRew,eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps,sil_samples
5.3565584500000005,102.777084,-0.6459859480845136,0.31795295748710634,1000.0,5.3565584500000005,139,0.00902551,0.12578125,8.3173275,-0.024860134,6.7614985,0.27462881803512573,10,20480,41.75048838998191,20480,298.0
19.513597775,-37.13755,10.523903256097402,0.3191842103004456,1000.0,19.513597775,424,0.0121874595,0.18413086,8.159157,-0.031944204,4.4903464,0.2060876488685608,20,40960,1694.2317056988832,40960,340.0
87.995508575,63.08374,1.3302262493707724,0.3204731395244598,1000.0,87.995508575,476,0.011416952,0.1697754,7.867317,-0.032782435,10.861941,0.22652888298034668,30,61440,3364.4216171849985,61440,382.0
227.9376934,680.2851,21.447300803529675,0.32255459966659544,1000.0,227.9376934,425,0.01173893,0.16733399,7.4390154,-0.033757143,18.49297,0.308055579662323,40,81920,5056.443182470975,81920,431.0
399.65383647500005,732.6141,-97.40109904678452,0.3189701484203339,1000.0,399.65383647500005,438,0.01341621,0.19731446,7.020311,-0.03885243,35.017384,0.2822806239128113,50,102400,6769.17632277892,102400,480.0
537.9453056250001,822.2363,47.74691875578263,0.31969051532745363,1000.0,537.9453056250001,462,0.013719375,0.20014648,6.665845,-0.03715601,40.348427,0.45820891857147217,60,122880,8469.712120892946,122880,488.0
645.039813975,-23.554056,26.057846618986108,0.31832377843856813,1000.0,645.039813975,449,0.014024829,0.20493165,6.3400292,-0.03701251,48.34411,0.3789280652999878,70,143360,10172.226944686845,143360,496.0
736.052898025,1242.1733,-6.943228148754684,0.319722137928009,1000.0,736.052898025,417,0.014701125,0.21733399,5.999682,-0.03430483,57.889,0.3575303554534912,80,163840,11869.84992575692,163840,493.0
820.5555163249999,1341.9944,-8.245801710450957,0.31931657490730286,1000.0,820.5555163249999,495,0.014605912,0.21113281,5.6832843,-0.028810695,59.214733,0.5012582838535309,90,184320,13576.066075622803,184320,501.0
899.3303137,1146.0626,22.840867490212865,0.3167796535015106,1000.0,899.3303137,496,0.017769236,0.2442871,5.299013,-0.026199928,55.38267,0.6124889254570007,100,204800,15275.828233788954,204800,497.0
957.6406701750002,1243.2463,13.466674368625972,0.318600243473053,1000.0,957.6406701750002,409,0.01750493,0.24316406,5.098218,-0.026016256,38.96079,0.6062361299991608,110,225280,16966.590304025915,225280,491.0
992.12446335,1176.2988,83.34922309145085,0.3206004217147827,1000.0,992.12446335,386,0.020704852,0.26503906,4.946163,-0.018101366,41.162544,0.7450423538684845,120,245760,18669.39203103492,245760,494.0
1026.998503325,1219.6365,73.85185086259926,0.31741184101104736,1000.0,1026.998503325,493,0.019141993,0.25375977,4.7653675,-0.025102716,36.715115,0.6736395955085754,130,266240,20380.422014425974,266240,479.0
1049.013720825,1215.2015,83.66145941159253,0.3187831064224243,1000.0,1049.013720825,381,0.027356908,0.32143554,4.6202364,-0.026482359,33.06556,0.5155284106731415,140,286720,22077.97283406183,286720,484.0
1083.943606125,1302.5846,88.37508629139369,0.3179752951145172,1000.0,1083.943606125,440,0.038048852,0.36972657,4.492234,-0.020345652,32.439808,0.5776082575321198,150,307200,23779.251538451994,307200,477.0
1101.5705959499999,1249.5994,111.41078051548726,0.2689402884960175,1000.0,1101.5705959499999,395,0.030686807,0.34609374,4.427865,-0.028636267,35.969402,0.30727648735046387,160,327680,25471.13513240381,327680,473.0
1114.4849694,463.8886,204.2561201473291,0.22224743371009828,1000.0,1114.4849694,518,0.01759084,0.23164062,4.323659,-0.023206243,29.345951,0.6515404284000397,170,348160,26899.868814518908,348160,478.0
1130.790624175,167.9094,676.0186241989676,0.2155244535446167,1000.0,1130.790624175,663,0.01714119,0.23129883,4.221293,-0.02638708,19.416218,0.9098663106560707,180,368640,28082.69586765999,368640,445.0
1138.016550975,543.70276,375.6248317875143,0.217632976770401,1000.0,1138.016550975,630,0.03629399,0.37285155,4.131505,-0.027138848,41.596916,0.38356971740722656,190,389120,29232.661368686007,389120,461.0
1150.9467791499999,398.75812,154.83121914267224,0.21545981302261352,1000.0,1150.9467791499999,611,0.029755583,0.3326172,3.9496417,-0.022577982,21.355402,0.8772312104701996,200,409600,30391.337941191858,409600,457.0
1182.4374385750002,867.29034,147.05842727528298,0.2163167353153229,1000.0,1182.4374385750002,651,0.028446425,0.3185547,3.8548722,-0.02442335,22.42412,0.8471418023109436,210,430080,31538.890890577808,430080,461.0
1217.2588865999999,928.4689,124.82372943845755,0.19453079895973205,1000.0,1217.2588865999999,637,0.021896515,0.28496093,3.7322936,-0.026173111,16.030148,0.9580036215484142,220,450560,32691.86142293294,450560,445.0
1265.428362175,1123.9869,111.84055356327747,0.17150132627487183,1000.0,1265.428362175,755,0.02681542,0.32827148,3.6168282,-0.02881228,14.446554,0.9618821181356907,230,471040,33728.341074372875,471040,451.0
1295.2512107500002,741.504,143.15713084018938,0.17202503933906554,1000.0,1295.2512107500002,768,0.022635777,0.28603515,3.4584103,-0.026630417,15.447825,0.9547435790300369,240,491520,34646.933371909894,491520,475.0
1314.82846345,1036.8076,116.27916540735585,0.1728408643722534,1000.0,1314.82846345,763,0.030297002,0.29780275,3.4366157,-0.022602506,24.700003,0.9051735103130341,250,512000,35567.32446593582,512000,452.0
