AverageReturn,Entropy,EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,SilSamples,TimeElapsed,TimestepsSoFar,entloss,ev_tdlam_before,meankl,optimgain,surrgain
-169.26161,8.510146,1000.0,-169.26161,2,2,509.0,2.4634411334991455,2000,0.0,-0.006685733795166016,0.008936191,0.038796164,0.038796164
-160.93936,8.508164,1000.0,-160.93936,2,4,480.0,4.049338340759277,4000,0.0,0.1346116065979004,0.008804958,0.040631562,0.040631562
-127.42863,8.503424,1000.0,-127.42863,2,6,473.0,5.513852834701538,6000,0.0,0.10368907451629639,0.008896686,0.041828163,0.041828163
-85.78811,8.498541,1000.0,-85.78811,2,8,480.0,7.000604629516602,8000,0.0,0.06304258108139038,0.008869951,0.041453876,0.041453876
-67.929955,8.492057,1000.0,-67.929955,2,10,465.0,8.471022367477417,10000,0.0,0.10572677850723267,0.008846454,0.04417251,0.04417251
-52.59778,8.486076,1000.0,-52.59778,2,12,460.0,9.993980884552002,12000,0.0,0.13716262578964233,0.0090056695,0.04075496,0.04075496
-52.38487,8.4805765,1000.0,-52.38487,2,14,457.0,11.500931739807129,14000,0.0,-0.03381025791168213,0.0090571735,0.04415395,0.04415395
-49.054432,8.475103,1000.0,-49.054432,2,16,441.0,12.989541053771973,16000,0.0,0.1200709342956543,0.00889089,0.045435503,0.045435503
-45.471603,8.470594,1000.0,-45.471603,2,18,430.0,14.49079966545105,18000,0.0,0.23377913236618042,0.008721307,0.04682982,0.04682982
-40.585373,8.465914,1000.0,-40.585373,2,20,450.0,16.013330936431885,20000,0.0,0.1968289017677307,0.008781981,0.04605698,0.04605698
-42.167137,8.461269,1000.0,-42.167137,2,22,438.0,17.524821996688843,22000,0.0,0.033341169357299805,0.008792916,0.050698973,0.050698973
-41.523396,8.456652,1000.0,-41.523396,2,24,416.0,19.07321548461914,24000,0.0,0.09769725799560547,0.008941796,0.0500252,0.0500252
-36.999947,8.452154,1000.0,-36.999947,2,26,419.0,20.597527503967285,26000,0.0,0.31077373027801514,0.008818384,0.04999991,0.04999991
-36.18024,8.446993,1000.0,-36.18024,2,28,399.0,22.075876474380493,28000,0.0,0.36716514825820923,0.00876376,0.050277624,0.050277624
-31.571604,8.442719,1000.0,-31.571604,2,30,412.0,23.578160762786865,30000,0.0,0.2574850916862488,0.00884734,0.05016483,0.05016483
-28.335846,8.4388075,1000.0,-28.335846,2,32,412.0,25.239146947860718,32000,0.0,0.2854606509208679,0.008833527,0.050125096,0.050125096
-26.084082,8.434791,1000.0,-26.084082,2,34,394.0,26.770846128463745,34000,0.0,0.33921003341674805,0.008646062,0.05172108,0.05172108
-24.934246,8.431483,1000.0,-24.934246,2,36,415.0,28.320942878723145,36000,0.0,0.1867358684539795,0.009001963,0.050158728,0.050158728
