EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,MeanRew,SilSamples,SimRew-MeanRew,Time-MeanRew,TimeElapsed,TimestepsSoFar,entloss,entropy,ev_tdlam_before,meankl,optimgain,surrgain
1000.0,-71.163216,2,20,-14.471495,304.0,-3.7740266,0.001145890712738037,52.29482388496399,20000,0.0,8.55773,0.06117963790893555,0.0068306485,0.039560594,0.039560594
1000.0,-38.67991,2,40,61.49052,192.0,3.0980184,0.0010777793884277343,114.01942682266235,40000,0.0,8.554819,0.2881126403808594,0.0063327854,0.059740636,0.059740636
1000.0,31.780436,2,61,93.43952,133.0,7.5189857,0.001204193878173828,189.0659031867981,61000,0.0,8.422967,0.3983091115951538,0.0059757764,0.049386904,0.049386904
1000.0,90.23234,2,81,153.05307,99.0,12.725655,0.0014098167896270752,279.43859815597534,81000,0.0,8.482022,0.4652499556541443,0.0063143075,0.048412807,0.048412807
1000.0,147.98074,2,102,136.04259,156.0,13.107655,0.0012825155735015868,385.58563590049744,102000,0.0,8.388318,0.06004965305328369,0.005537384,0.04731001,0.04731001
1000.0,196.54565,2,122,272.87607,107.0,20.831244,0.0013384219646453857,498.43167543411255,122000,0.0,8.305687,0.7898589372634888,0.005894396,0.051232718,0.051232718
1000.0,245.33029,2,143,322.74765,134.0,26.189623,0.0010530882835388183,607.9213771820068,143000,0.0,8.194121,0.7027606666088104,0.006163828,0.062081657,0.062081657
1000.0,305.9456,2,163,276.24988,167.0,25.383215,0.0011547638893127442,716.2835795879364,163000,0.0,8.086579,0.5861043930053711,0.006525308,0.05856135,0.05856135
1000.0,378.4319,2,184,434.3081,108.0,37.225258,0.001031836462020874,822.7515835762024,184000,0.0,8.001595,0.8473353385925293,0.0063540535,0.060277376,0.060277376
1000.0,437.152,2,204,491.27505,148.0,43.210964,0.0011594027519226074,930.983966588974,204000,0.0,7.914429,0.7911112904548645,0.0068152156,0.05775965,0.05775965
1000.0,484.27744,2,225,540.6022,206.0,44.96752,0.0011817638397216797,1038.9284970760345,225000,0.0,7.836571,0.79265496134758,0.0065667983,0.06124469,0.06124469
1000.0,532.25244,2,245,564.9217,173.0,53.004963,0.0011170130729675294,1147.7282774448395,245000,0.0,7.7616277,0.5935648381710052,0.006977316,0.058962878,0.058962878
1000.0,580.3854,2,266,597.4748,168.0,58.432068,0.0011865880012512206,1255.3773882389069,266000,0.0,7.628044,0.8283298760652542,0.0073004053,0.061913595,0.061913595
1000.0,610.07263,2,286,631.03253,199.0,59.551136,0.0012017611980438233,1365.3062391281128,286000,0.0,7.5455003,0.7119909226894379,0.007035722,0.07493119,0.07493119
1000.0,642.5172,2,307,768.23193,204.0,55.31206,0.0013106947898864746,1474.0643918514252,307000,0.0,7.4143143,0.8905932158231735,0.0073128277,0.066566795,0.066566795
1000.0,702.30774,2,327,774.1135,154.0,66.742714,0.0010686507701873778,1580.5560896396637,327000,0.0,7.3002663,0.8746300041675568,0.007652374,0.06490098,0.06490098
1000.0,762.6659,2,348,818.76086,176.0,72.110466,0.0011985313892364502,1686.601896762848,348000,0.0,7.217527,0.8804019093513489,0.008131098,0.06803581,0.06803581
1000.0,795.41534,2,368,823.6371,212.0,74.44731,0.001215572214126587,1793.7833559513092,368000,0.0,7.10745,0.9064890369772911,0.0077727046,0.068663985,0.068663985
1000.0,815.3953,2,389,668.93494,213.0,76.75771,0.001272730827331543,1900.5612847805023,389000,0.0,7.0862775,0.8537552505731583,0.008089948,0.06422993,0.06422993
1000.0,844.96027,2,409,854.1032,214.0,81.97531,0.0012868821144104005,2008.7137043476105,409000,0.0,7.031135,0.8939235433936119,0.008691658,0.071654856,0.071654856
1000.0,890.6009,2,430,895.16565,212.0,85.34617,0.0012223158359527587,2120.029334783554,430000,0.0,6.9692388,0.8905763924121857,0.007683168,0.066158816,0.066158816
1000.0,919.45654,2,450,936.7655,245.0,85.52481,0.001465276575088501,2229.1002502441406,450000,0.0,6.900478,0.8837652951478958,0.009343097,0.07426703,0.07426703
1000.0,924.69666,3,471,944.6204,282.0,83.92497,0.00111953706741333,2339.071479320526,471000,0.0,6.849454,0.9083882421255112,0.0079193,0.06257262,0.06257262
