EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,MeanRew,SilSamples,SimRew-MeanRew,Time-MeanRew,TimeElapsed,TimestepsSoFar,entloss,entropy,ev_tdlam_before,meankl,optimgain,surrgain
1000.0,-33.93911,2,20,14.029317,334.0,-1.7763664,0.001566422700881958,81.12716317176819,20000,0.0,8.590928,0.43974101543426514,0.0067066215,0.038407058,0.038407058
1000.0,-2.7424788,2,40,40.766426,227.0,4.2932806,0.0018564112663269042,173.95337200164795,40000,0.0,8.537592,0.5945865213871002,0.006464379,0.04326904,0.04326904
1000.0,44.406788,2,61,82.40441,211.0,5.0819454,0.0018374665260314942,292.49407839775085,61000,0.0,8.562234,0.49442076683044434,0.006164152,0.046531975,0.046531975
1000.0,75.022896,2,81,114.74819,237.0,7.756175,0.0018952507019042969,429.43608570098877,81000,0.0,8.492767,0.34726858139038086,0.0055938894,0.04459911,0.04459911
1000.0,119.216736,2,102,154.76134,158.0,13.875231,0.001586325740814209,585.4136264324188,102000,0.0,8.481825,0.3623802065849304,0.005587375,0.049067758,0.049067758
1000.0,168.42007,2,122,235.68066,200.0,15.93985,0.001914454460144043,755.371529340744,122000,0.0,8.492698,0.47994738817214966,0.005620842,0.051323462,0.051323462
1000.0,231.72847,2,143,341.26913,108.0,22.283146,0.0020466966152191163,926.8771982192993,143000,0.0,8.382452,0.7924938052892685,0.00678352,0.055245586,0.055245586
1000.0,294.72568,2,163,384.8336,118.0,31.706034,0.002001223421096802,1097.3617947101593,163000,0.0,8.324928,0.8184030801057816,0.005595082,0.05432296,0.05432296
1000.0,372.88116,2,184,471.0332,111.0,40.581554,0.002075987434387207,1271.152135848999,184000,0.0,8.204316,0.8128176182508469,0.006574126,0.053141918,0.053141918
1000.0,459.49594,2,204,542.4923,110.0,48.097675,0.001993601942062378,1445.5878179073334,204000,0.0,8.123804,0.8989486321806908,0.00662362,0.0597904,0.0597904
1000.0,559.8058,2,225,666.4403,121.0,56.613537,0.0018848111629486083,1622.4161553382874,225000,0.0,7.889557,0.8838110342621803,0.006465506,0.053553462,0.053553462
1000.0,662.72015,2,245,734.8262,143.0,63.903393,0.001961086988449097,1798.7842600345612,245000,0.0,7.77088,0.8816941604018211,0.0068847192,0.058256708,0.058256708
1000.0,748.5048,2,266,789.3531,144.0,74.66233,0.0016716187000274658,1969.0862686634064,266000,0.0,7.668671,0.9126010835170746,0.008123888,0.057348266,0.057348266
1000.0,801.1974,2,286,858.41565,183.0,74.04004,0.0016092458724975586,2135.6661381721497,286000,0.0,7.6006103,0.8709124624729156,0.0071949204,0.062366012,0.062366012
1000.0,840.1538,2,307,748.023,209.0,76.693344,0.0018925154685974122,2300.0302493572235,307000,0.0,7.4912357,0.8955333977937698,0.0075732633,0.059030555,0.059030555
1000.0,881.3047,2,327,944.6084,151.0,87.18057,0.001745067834854126,2467.415229320526,327000,0.0,7.405491,0.8906267955899239,0.008010419,0.0665137,0.0665137
1000.0,917.82874,2,348,1005.7708,246.0,83.739784,0.001970561742782593,2635.533293247223,348000,0.0,7.3443584,0.7604053765535355,0.008151958,0.0707933,0.0707933
1000.0,965.8646,2,368,1032.7532,222.0,89.0852,0.002186214542388916,2804.0830001831055,368000,0.0,7.236181,0.8991399854421616,0.008255855,0.06030102,0.06030102
1000.0,1027.934,2,389,1110.3546,203.0,94.449844,0.0021290872097015382,2973.251264333725,389000,0.0,7.179532,0.7857176661491394,0.008449583,0.06798776,0.06798776
1000.0,1072.103,2,409,1085.3341,229.0,99.7003,0.0021365560054779054,3144.7371990680695,409000,0.0,7.102171,0.9170721620321274,0.008139383,0.06749165,0.06749165
1000.0,1083.9694,2,430,1122.7123,230.0,100.76794,0.0024847550392150877,3321.119594335556,430000,0.0,7.032235,0.9002519696950912,0.009326629,0.07384798,0.07384798
1000.0,1092.9375,2,450,1112.6564,287.0,100.151054,0.0017500706672668458,3498.3311150074005,450000,0.0,7.0065026,0.8773883283138275,0.009529316,0.068618305,0.068618305
1000.0,1124.8604,3,471,1159.8914,220.0,105.48475,0.0016344595909118652,3668.2641141414642,471000,0.0,6.966306,0.907926544547081,0.0093186535,0.063516214,0.063516214
1000.0,1170.7013,2,491,1205.3313,199.0,110.42011,0.0018237842082977295,3833.926949262619,491000,0.0,6.885281,0.8963457942008972,0.008412617,0.056631394,0.056631394
1000.0,1166.6104,3,512,1194.1748,228.0,111.77698,0.0017773283958435059,4004.01309633255,512000,0.0,6.8437495,0.9169919341802597,0.0093134,0.056440495,0.056440495
1000.0,1183.9388,2,532,1258.2533,175.0,116.61325,0.0017833869457244873,4171.390510082245,532000,0.0,6.7475233,0.8193846195936203,0.008648735,0.0590574,0.0590574
1000.0,1241.147,2,552,1249.7693,261.0,116.52019,0.0018388494491577147,4339.891931772232,552000,0.0,6.664523,0.92000712454319,0.009267123,0.07092189,0.07092189
1000.0,1275.283,2,573,1278.0784,160.0,124.18752,0.0019655173301696776,4508.872105121613,573000,0.0,6.562463,0.9477640688419342,0.009392147,0.063765615,0.063765615
