AverageReturn,MeanRew,SimRew-MeanRew,Time-MeanRew,eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps,sil_samples
-17.97149795,43.10846,-0.36245558,0.0011611226081848145,1000.0,-17.97149795,115,0.008696957,0.12753907,8.255143,-0.0237757,8.731155,0.13851726055145264,10,20480,59.445519890869036,20480,255.0
36.47914445,162.23299,1.2269496,0.0011273515224456787,1000.0,36.47914445,482,0.010928237,0.16347656,8.105342,-0.030351084,7.668097,0.2783767580986023,20,40960,128.69846699992195,40960,352.0
149.808762,300.9777,3.7742093,0.0012655151844024658,1000.0,149.808762,390,0.011439231,0.17602539,7.6522837,-0.032540448,20.268255,0.3016064763069153,30,61440,208.83221764699556,61440,386.0
319.536708275,575.6646,7.7488623,0.0014890007495880126,1000.0,319.536708275,424,0.012817508,0.19414063,7.108924,-0.03608339,36.108955,0.33568674325942993,40,81920,306.3992749620229,81920,454.0
519.8243716999999,726.2494,11.603726,0.0013829878330230713,1000.0,519.8243716999999,411,0.010955116,0.16103515,6.690628,-0.024895776,46.902233,0.48218637704849243,50,102400,417.62592421704903,102400,470.0
744.289390525,1000.57117,19.47233,0.001331135606765747,1000.0,744.289390525,411,0.014601049,0.20546874,6.2545447,-0.037714504,91.354996,0.3751412034034729,60,122880,535.3519232198596,122880,482.0
950.560316675,958.1756,25.733671,0.0011863654613494872,1000.0,950.560316675,473,0.011195553,0.15751953,5.9944806,-0.02974981,74.47338,0.44472092390060425,70,143360,650.6647152500227,143360,496.0
1058.27926795,1159.2393,33.556095,0.0011295705795288085,1000.0,1058.27926795,471,0.011836744,0.16606446,5.675331,-0.031084437,86.004105,0.47711610794067383,80,163840,765.3759128400125,163840,491.0
1073.605916825,1270.1364,37.91284,0.0011917294025421143,1000.0,1073.605916825,456,0.014497775,0.19643554,5.3862762,-0.025550565,98.96422,0.49079596996307373,90,184320,880.417559887981,184320,478.0
1130.6294407999999,1358.711,44.13887,0.0012906664371490479,1000.0,1130.6294407999999,477,0.01687662,0.22460938,5.106164,-0.014797809,91.142044,0.20006060600280762,100,204800,994.3363029770553,204800,476.0
1259.4010689250001,1341.8322,52.68043,0.0011011754512786865,1000.0,1259.4010689250001,490,0.024152985,0.29780275,4.941557,-0.017152905,125.12669,0.6672804355621338,110,225280,1107.7219921529759,225280,481.0
1282.80459765,1374.233,61.463375,0.001305988597869873,1000.0,1282.80459765,437,0.013614652,0.1883789,4.8292713,-0.02261891,87.408485,0.6953681409358978,120,245760,1222.5445015400182,245760,453.0
1312.313388475,1491.4207,68.54738,0.001123019027709961,1000.0,1312.313388475,442,0.020468187,0.25566405,4.744977,-0.01370394,92.34615,0.6493851244449615,130,266240,1342.402120755054,266240,472.0
1422.644725525,1324.7908,76.50715,0.0012613213062286376,1000.0,1422.644725525,441,0.0255709,0.30185547,4.6147633,-0.014721933,91.05287,0.6686632633209229,140,286720,1459.9537256979384,286720,476.0
1455.20867775,1512.6433,85.329765,0.001287624979019165,1000.0,1455.20867775,489,0.026444847,0.29770508,4.439551,-0.010402614,82.55623,0.6595143675804138,150,307200,1575.9566924329847,307200,481.0
1479.49337705,1551.1882,92.9341,0.0013147389411926268,1000.0,1479.49337705,452,0.03306391,0.33779296,4.3529344,-0.020052884,72.24107,0.5931864082813263,160,327680,1691.0319964149967,327680,485.0
1495.41457365,1510.8674,102.7788,0.0012998223781585693,1000.0,1495.41457365,471,0.02301806,0.28408203,4.281123,-0.018647263,60.0673,0.6648315489292145,170,348160,1803.4329323279671,348160,463.0
1512.0554818750002,1471.555,108.499626,0.0012455186367034913,1000.0,1512.0554818750002,411,0.02187455,0.2800781,4.1202197,-0.01978434,50.505165,0.7298579216003418,180,368640,1917.8786357499193,368640,463.0
1520.471862325,1490.7218,112.813576,0.0014244807720184326,1000.0,1520.471862325,401,0.027351916,0.30581054,3.9946618,-0.017651662,45.1516,0.7810306251049042,190,389120,2036.7617063180078,389120,454.0
1524.6029017,1508.1665,116.47565,0.0013582406520843506,1000.0,1524.6029017,465,0.025727456,0.30322266,3.992726,-0.015843209,44.592323,0.807339608669281,200,409600,2154.607345419936,409600,458.0
1507.0843957499997,1568.8796,115.38622,0.0012055608749389649,1000.0,1507.0843957499997,438,0.02462773,0.30341798,3.955896,-0.019096706,36.94742,0.8098954409360886,210,430080,2273.8832440429833,430080,449.0
1518.3793381250002,1585.2351,116.09676,0.0013458736896514892,1000.0,1518.3793381250002,382,0.016831134,0.21586914,3.7373233,-0.02778611,23.53278,0.9689116030931473,220,450560,2390.458282937994,450560,460.0
1552.64862415,1587.806,119.830826,0.0012409399032592774,1000.0,1552.64862415,461,0.034211315,0.36049804,3.5780747,-0.025775844,19.305042,0.9347798526287079,230,471040,2507.4424568470567,471040,470.0
1571.092153075,1581.6033,123.108665,0.0010317078113555908,1000.0,1571.092153075,466,0.022421688,0.27329102,3.5189757,-0.022516588,23.638256,0.9500287473201752,240,491520,2622.0331929589156,491520,457.0
1588.0068011750002,1628.7268,123.73602,0.0011832807064056396,1000.0,1588.0068011750002,488,0.025818463,0.29853517,3.3920734,-0.019853767,17.896172,0.9564275033771992,250,512000,2731.535834567854,512000,445.0
1586.8754787,1627.8558,126.36762,0.0013181594371795655,1000.0,1586.8754787,433,0.02214145,0.26582032,3.3578892,-0.024308918,15.37252,0.9750950839370489,260,532480,2844.9512102669105,532480,440.0
1607.5307275999999,1639.074,129.14253,0.0013131524562835692,1000.0,1607.5307275999999,438,0.028839577,0.32871094,3.1413174,-0.021928908,19.38312,0.9473564215004444,270,552960,2959.732882709941,552960,444.0
1661.66882,1741.9672,126.12061,0.0012846877098083495,1000.0,1661.66882,409,0.034834523,0.3642578,2.942573,-0.0223038,23.121393,0.9845300354063511,280,573440,3076.2142845629714,573440,452.0
1697.309894525,1698.6683,134.96028,0.0011739051818847655,1000.0,1697.309894525,425,0.02956517,0.33598632,2.783629,-0.030123398,27.525024,0.9742667060345411,290,593920,3192.992955290014,593920,455.0
1704.6740680999999,1715.6418,137.57637,0.001084092426300049,1000.0,1704.6740680999999,499,0.0336707,0.35751954,2.7077734,-0.02867043,19.929363,0.9349735900759697,300,614400,3308.4961355540436,614400,453.0
1722.1537119500001,1724.5131,140.5574,0.001195581579208374,1000.0,1722.1537119500001,474,0.0313787,0.34384766,2.523098,-0.015644455,22.526276,0.9605675488710403,310,634880,3422.1732628999744,634880,442.0
1737.481558725,1692.5309,144.52701,0.001127579927444458,1000.0,1737.481558725,517,0.03047142,0.3224121,2.4457111,-0.017347008,29.500275,0.9163367077708244,320,655360,3530.294462763006,655360,428.0
1728.5738017249998,1744.9518,144.04144,0.0012624197006225585,1000.0,1728.5738017249998,478,0.021565285,0.28168947,2.3643174,-0.027725678,30.232891,0.9666682668030262,330,675840,3642.794698748039,675840,430.0
1769.3746086500003,1821.4537,142.42093,0.0014211255073547364,1000.0,1769.3746086500003,443,0.026392499,0.30561525,2.171587,-0.019251557,20.041586,0.9724488761276007,340,696320,3757.708536190912,696320,422.0
1794.7109055250003,1788.594,147.60793,0.001228438138961792,1000.0,1794.7109055250003,458,0.021656426,0.27280274,2.0515962,-0.021065254,22.39494,0.9591759890317917,350,716800,3875.262638843851,716800,428.0
1814.756721175,1818.2614,149.57085,0.0012664524078369141,1000.0,1814.756721175,469,0.046670437,0.42919922,1.8685147,-0.030329028,42.364,0.9697047043591738,360,737280,3990.87591736787,737280,428.0
1850.5223627749997,1822.8248,151.1905,0.0013056820392608642,1000.0,1850.5223627749997,457,0.027477244,0.32348633,1.7024797,-0.028474469,51.36616,0.8867106735706329,370,757760,4103.973873816896,757760,416.0
1861.7141924750001,1786.6879,157.96431,0.0012374292373657227,1000.0,1861.7141924750001,421,0.04327991,0.4092285,1.5621442,-0.028560707,31.252338,0.9217236042022705,380,778240,4214.464542225003,778240,418.0
1847.1523215250004,1845.8021,156.12343,0.001213923978805542,1000.0,1847.1523215250004,400,0.035404187,0.37001953,1.5159757,-0.02782466,25.64278,0.9457456804811954,390,798720,4332.00444579008,798720,402.0
1814.697859575,1901.845,155.18234,0.0013185344696044921,1000.0,1814.697859575,397,0.047130547,0.42797852,1.4896531,-0.016402956,28.405386,0.9526404961943626,400,819200,4449.188017457025,819200,395.0
1825.8214265499998,1833.0922,160.304,0.0014919294357299804,1000.0,1825.8214265499998,415,0.03168509,0.35957032,1.4071244,-0.026307583,25.693274,0.9584704674780369,410,839680,4570.991588160861,839680,368.0
1860.796677025,1856.9283,162.3192,0.0013282484531402588,1000.0,1860.796677025,419,0.05238404,0.44521484,1.3249129,-0.02292439,39.46785,0.9359095618128777,420,860160,4691.74005135498,860160,357.0
1851.9277012500002,1868.1152,162.6208,0.001317554187774658,1000.0,1851.9277012500002,423,0.033086658,0.3536621,1.2377396,-0.022086864,16.037415,0.9784942343831062,430,880640,4807.113532865886,880640,329.0
1833.538557875,1838.8313,163.63963,0.0013309887886047364,1000.0,1833.538557875,409,0.063018635,0.47304687,1.1743405,-0.025929451,43.3017,0.862833634018898,440,901120,4921.573749840027,901120,307.0
1835.261121525,1874.9137,162.78743,0.001279336977005005,1000.0,1835.261121525,449,0.04594663,0.41689453,1.0786587,-0.013160092,43.171223,0.9123946204781532,450,921600,5035.353686284972,921600,295.0
1870.685859525,2013.3762,151.61118,0.0012878385066986083,1000.0,1870.685859525,465,0.056278307,0.4628418,1.0257549,-0.015684424,87.563835,0.949950709939003,460,942080,5148.295415859902,942080,304.0
1916.1214322749997,1896.0824,165.18433,0.0014015936851501465,1000.0,1916.1214322749997,414,0.044091985,0.42060548,0.9502365,-0.023716442,17.754757,0.9645166955888271,470,962560,5264.0192177309655,962560,307.0
1912.9948057000001,1554.0408,158.05072,0.0012465961933135986,1000.0,1912.9948057000001,406,0.060976207,0.47231445,0.85729057,-0.012414046,43.05558,0.9494422674179077,480,983040,5382.319593088934,983040,336.0
