AverageReturn,Entropy,EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,SilSamples,TimeElapsed,TimestepsSoFar,entloss,ev_tdlam_before,meankl,optimgain,surrgain
-20.524569,8.510162,1000.0,-20.524569,2,2,260.0,2.3289060592651367,2000,0.0,-0.013039231300354004,0.00885679,0.038848054,0.038848054
-43.14653,8.506728,1000.0,-43.14653,2,4,252.0,3.6558310985565186,4000,0.0,0.08881181478500366,0.008732043,0.03750799,0.03750799
-33.85278,8.501823,1000.0,-33.85278,2,6,272.0,4.9640021324157715,6000,0.0,-0.22467470169067383,0.008908928,0.041282516,0.041282516
-24.616781,8.498399,1000.0,-24.616781,2,8,319.0,6.287722826004028,8000,0.0,0.2587162256240845,0.008848915,0.04152655,0.04152655
-22.376316,8.49399,1000.0,-22.376316,2,10,298.0,7.593642473220825,10000,0.0,0.1961262822151184,0.008857183,0.04181347,0.04181347
-24.343801,8.49048,1000.0,-24.343801,2,12,299.0,8.935525894165039,12000,0.0,0.25825726985931396,0.008763901,0.045298025,0.045298025
-28.880365,8.487055,1000.0,-28.880365,2,14,299.0,10.280048608779907,14000,0.0,0.10514074563980103,0.008741585,0.04140632,0.04140632
-35.32058,8.483535,1000.0,-35.32058,2,16,335.0,11.606540441513062,16000,0.0,0.35076797008514404,0.008820472,0.04029502,0.04029502
-35.08877,8.480004,1000.0,-35.08877,2,18,330.0,12.921805381774902,18000,0.0,0.04772841930389404,0.008674797,0.042777937,0.042777937
-33.903976,8.47654,1000.0,-33.903976,2,20,354.0,14.252485990524292,20000,0.0,0.27812665700912476,0.008830166,0.041983515,0.041983515
-34.269894,8.473015,1000.0,-34.269894,2,22,330.0,15.620141506195068,22000,0.0,0.2602546215057373,0.008894779,0.04618901,0.04618901
-32.039684,8.469475,1000.0,-32.039684,2,24,279.0,16.982760190963745,24000,0.0,0.2804880142211914,0.0089505995,0.048237983,0.048237983
-33.237076,8.465955,1000.0,-33.237076,2,26,287.0,18.3155255317688,26000,0.0,0.05782407522201538,0.008908399,0.049463995,0.049463995
-25.480927,8.4623785,1000.0,-25.480927,2,28,264.0,19.648529291152954,28000,0.0,0.4431251287460327,0.008762113,0.04977974,0.04977974
-22.245981,8.458829,1000.0,-22.245981,2,30,242.0,21.013323068618774,30000,0.0,0.48428434133529663,0.008985447,0.05402452,0.05402452
-24.091797,8.455054,1000.0,-24.091797,2,32,309.0,22.397151231765747,32000,0.0,-0.32625114917755127,0.008957434,0.048700064,0.048700064
-23.942684,8.451259,1000.0,-23.942684,2,34,271.0,23.773921012878418,34000,0.0,0.29082202911376953,0.008906705,0.055745173,0.055745173
-21.65507,8.447534,1000.0,-21.65507,2,36,271.0,25.088410139083862,36000,0.0,0.19087374210357666,0.009016518,0.048568346,0.048568346
