AverageReturn,Entropy,EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,SilSamples,TimeElapsed,TimestepsSoFar,entloss,ev_tdlam_before,meankl,optimgain,surrgain
-37.15854,8.54026,1000.0,-37.15854,2,2,508.0,1.5427260398864746,2000,0.0,-0.006467580795288086,0.007391867,0.035121545,0.035121545
-20.455477,8.551032,1000.0,-20.455477,2,4,469.0,2.8131208419799805,4000,0.0,0.09769672155380249,0.008032724,0.042488508,0.042488508
-23.92124,8.548095,1000.0,-23.92124,2,6,443.0,4.073556184768677,6000,0.0,0.1241951584815979,0.0076469514,0.039328746,0.039328746
-29.545483,8.568841,1000.0,-29.545483,2,8,452.0,5.3460164070129395,8000,0.0,0.13402676582336426,0.0073387045,0.041119926,0.041119926
-39.919643,8.594993,1000.0,-39.919643,2,10,446.0,6.6274402141571045,10000,0.0,0.21017450094223022,0.0075262915,0.033455428,0.033455428
-42.440926,8.589981,1000.0,-42.440926,2,12,439.0,7.891425132751465,12000,0.0,0.38320106267929077,0.0067083547,0.034388747,0.034388747
-40.490227,8.573243,1000.0,-40.490227,2,14,441.0,9.150976419448853,14000,0.0,-0.01498711109161377,0.0073899305,0.038422745,0.038422745
-46.76995,8.618297,1000.0,-46.76995,2,16,436.0,10.441893100738525,16000,0.0,0.33504974842071533,0.006800457,0.037166387,0.037166387
-37.480125,8.58314,1000.0,-37.480125,2,18,420.0,11.746814966201782,18000,0.0,0.1931164264678955,0.00684246,0.037257075,0.037257075
-25.551098,8.575678,1000.0,-25.551098,2,20,431.0,13.028469562530518,20000,0.0,0.44226735830307007,0.0067309784,0.04010596,0.04010596
-21.394096,8.571805,1000.0,-21.394096,2,22,431.0,14.300307035446167,22000,0.0,0.19050312042236328,0.0068866927,0.038451787,0.038451787
-21.389809,8.570799,1000.0,-21.389809,2,24,450.0,15.562345027923584,24000,0.0,0.5586870610713959,0.0068268473,0.041129872,0.041129872
-19.01399,8.580299,1000.0,-19.01399,2,26,434.0,16.815119981765747,26000,0.0,0.5775464177131653,0.0061467113,0.037049398,0.037049398
-18.733374,8.584854,1000.0,-18.733374,2,28,411.0,18.070204257965088,28000,0.0,0.5191997289657593,0.0063870116,0.04171837,0.04171837
-14.009446,8.587401,1000.0,-14.009446,2,30,419.0,19.338124752044678,30000,0.0,0.43822431564331055,0.0066995164,0.03936272,0.03936272
-11.312181,8.554292,1000.0,-11.312181,2,32,389.0,20.614603757858276,32000,0.0,0.4783822298049927,0.0065889815,0.040527306,0.040527306
-11.63018,8.573842,1000.0,-11.63018,2,34,394.0,21.873302698135376,34000,0.0,0.21916407346725464,0.0060470384,0.03860467,0.03860467
-2.9094129,8.587185,1000.0,-2.9094129,2,36,344.0,23.16174054145813,36000,0.0,0.32756686210632324,0.0065221586,0.03959512,0.03959512
-0.33390567,8.585909,1000.0,-0.33390567,2,38,336.0,24.446064472198486,38000,0.0,0.5026217699050903,0.005839363,0.03752531,0.03752531
1.7142864,8.567003,1000.0,1.7142864,2,40,376.0,25.730064392089844,40000,0.0,0.21858179569244385,0.006257926,0.03913834,0.03913834
4.7041826,8.548203,1000.0,4.7041826,3,43,408.0,27.021867752075195,43000,0.0,0.25956588983535767,0.007033658,0.04230572,0.04230572
8.559311,8.562233,1000.0,8.559311,2,45,359.0,28.28209924697876,45000,0.0,0.1288272738456726,0.006257075,0.04536231,0.04536231
6.8781676,8.561761,1000.0,6.8781676,2,47,399.0,29.571428060531616,47000,0.0,0.2082500457763672,0.0060075372,0.041521236,0.041521236
11.375578,8.593233,1000.0,11.375578,2,49,380.0,30.852733373641968,49000,0.0,0.26248037815093994,0.0064482624,0.039946243,0.039946243
16.8175,8.594973,1000.0,16.8175,2,51,381.0,32.12212586402893,51000,0.0,0.19450396299362183,0.005627234,0.03941758,0.03941758
18.532782,8.589513,1000.0,18.532782,2,53,410.0,33.4116153717041,53000,0.0,0.3170830011367798,0.0058844704,0.03770122,0.03770122
24.383312,8.614509,1000.0,24.383312,2,55,346.0,34.68221926689148,55000,0.0,0.5295384228229523,0.006289498,0.052305676,0.052305676
26.481518,8.6214905,1000.0,26.481518,2,57,353.0,35.96416091918945,57000,0.0,0.009302318096160889,0.006206029,0.04389115,0.04389115
20.215313,8.609374,1000.0,20.215313,2,59,407.0,37.25565528869629,59000,0.0,-0.11906933784484863,0.0058603175,0.04307285,0.04307285
17.13161,8.605467,1000.0,17.13161,2,61,400.0,38.53649950027466,61000,0.0,0.44960951805114746,0.0059150634,0.044735778,0.044735778
21.921047,8.565054,1000.0,21.921047,2,63,354.0,39.80731177330017,63000,0.0,0.6118040978908539,0.0059863077,0.043643415,0.043643415
27.39533,8.577387,1000.0,27.39533,2,65,338.0,41.08364701271057,65000,0.0,0.513538658618927,0.0058210916,0.042543963,0.042543963
31.677502,8.576547,1000.0,31.677502,2,67,374.0,42.35281777381897,67000,0.0,0.01900392770767212,0.005557727,0.040057063,0.040057063
26.099377,8.5800495,1000.0,26.099377,2,69,414.0,43.62643909454346,69000,0.0,0.24748235940933228,0.005735337,0.04047458,0.04047458
27.6123,8.586155,1000.0,27.6123,2,71,375.0,44.893067598342896,71000,0.0,0.3116822838783264,0.0060465066,0.04774394,0.04774394
34.932697,8.5639715,1000.0,34.932697,2,73,381.0,46.187644243240356,73000,0.0,0.41735655069351196,0.0060649356,0.043360982,0.043360982
34.943943,8.552468,1000.0,34.943943,2,75,357.0,47.46285319328308,75000,0.0,0.3637234568595886,0.0058858125,0.040907003,0.040907003
32.189583,8.5493145,1000.0,32.189583,2,77,390.0,48.73945093154907,77000,0.0,0.45640021562576294,0.0058136918,0.043197945,0.043197945
34.977108,8.582652,1000.0,34.977108,2,79,373.0,50.03513836860657,79000,0.0,0.3085111975669861,0.006015875,0.050211914,0.050211914
40.590157,8.61026,1000.0,40.590157,2,81,328.0,51.32966876029968,81000,0.0,0.4537246823310852,0.0060630892,0.04683314,0.04683314
42.727654,8.609397,1000.0,42.727654,2,83,286.0,52.61313462257385,83000,0.0,0.6005350947380066,0.005590532,0.042523053,0.042523053
