AverageReturn,eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps,sil_samples
-54.579905,1000.0,-54.579905,1504,0.0078091933,0.11235352,8.509295,-0.02052664,11.515,0.020095348358154297,1,2048,1.3613175769569352,2048,214.0
-47.6632455,1000.0,-47.6632455,1641,0.008982586,0.13217774,8.49509,-0.022566775,10.657265,0.0030434131622314453,2,4096,2.609537485986948,4096,211.0
-49.89629933333334,1000.0,-49.89629933333334,1618,0.010216786,0.14951172,8.485709,-0.024402475,14.343916,0.040458619594573975,3,6144,3.875458725960925,6144,230.0
-40.255271750000006,1000.0,-40.255271750000006,1612,0.008550566,0.117089845,8.457442,-0.021796841,9.09742,0.03991091251373291,4,8192,5.1457002989482135,8192,255.0
-43.8916789,1000.0,-43.8916789,1627,0.008757179,0.12700196,8.461005,-0.023523143,11.9467125,0.05836451053619385,5,10240,6.4045839690370485,10240,258.0
-25.496740833333334,1000.0,-25.496740833333334,1640,0.0099328775,0.15004882,8.4718,-0.024514575,9.136034,0.20396435260772705,6,12288,7.653541940031573,12288,268.0
-11.442166285714285,1000.0,-11.442166285714285,1619,0.008917018,0.12861328,8.462495,-0.02080377,11.280771,0.08791857957839966,7,14336,8.918537009973079,14336,294.0
-12.4156004375,1000.0,-12.4156004375,1615,0.009698779,0.13657227,8.427584,-0.02634794,8.82093,0.18482160568237305,8,16384,10.186662296997383,16384,301.0
-5.716703500000001,1000.0,-5.716703500000001,1615,0.007587596,0.10229492,8.380031,-0.020862373,9.074893,0.2424967885017395,9,18432,11.454719736007974,18432,307.0
0.368660049999999,1000.0,0.368660049999999,1628,0.010913966,0.15800782,8.343854,-0.025303554,7.4848275,0.2236555814743042,10,20480,12.71234618499875,20480,307.0
4.2353465454545445,1000.0,4.2353465454545445,1527,0.008948407,0.13457032,8.339208,-0.0250069,9.913123,0.19431638717651367,11,22528,14.053702446981333,22528,322.0
12.459299458333332,1000.0,12.459299458333332,1633,0.0110509265,0.1661621,8.301794,-0.028922314,10.215119,0.21121835708618164,12,24576,15.307456652983092,24576,322.0
17.544061807692305,1000.0,17.544061807692305,1626,0.010693045,0.14853516,8.228813,-0.02688234,4.6662874,0.28641194105148315,13,26624,16.56706078199204,26624,346.0
20.98014339285714,1000.0,20.98014339285714,1629,0.009839946,0.14794922,8.204023,-0.024723819,10.155355,0.23802387714385986,14,28672,17.82425068493467,28672,347.0
27.614030266666663,1000.0,27.614030266666663,1624,0.009817681,0.14077148,8.182457,-0.022524593,8.411203,0.2765273451805115,15,30720,19.08537086599972,30720,347.0
34.8668326875,1000.0,34.8668326875,1616,0.01036047,0.1540039,8.13596,-0.030507315,6.96589,0.23113352060317993,16,32768,20.354262387030758,32768,331.0
41.65215005882353,1000.0,41.65215005882353,1624,0.0123298615,0.17792968,8.109768,-0.030562961,7.5744414,0.3822489380836487,17,34816,21.61535338498652,34816,371.0
48.64696094444444,1000.0,48.64696094444444,1625,0.01216919,0.17436524,8.078376,-0.02898297,7.411786,0.25889962911605835,18,36864,22.875270711025223,36864,370.0
55.21310763157894,1000.0,55.21310763157894,1638,0.010579288,0.15219727,8.054285,-0.02770931,7.521128,0.3260002136230469,19,38912,24.125476864050142,38912,373.0
69.68512427499999,1000.0,69.68512427499999,1619,0.011211268,0.16811523,8.024429,-0.02888904,7.670066,0.36833101511001587,20,40960,25.39062813995406,40960,385.0
84.89862532500001,1000.0,84.89862532500001,1611,0.009995492,0.14560547,7.9918814,-0.026124712,10.665606,0.22843199968338013,21,43008,26.662137225968763,43008,380.0
96.43114210000002,1000.0,96.43114210000002,1616,0.011475715,0.16171876,7.935548,-0.030439656,8.543694,0.22852957248687744,22,45056,27.929648317047395,45056,398.0
109.76521417500001,1000.0,109.76521417500001,1636,0.010856604,0.1480957,7.8810463,-0.027985284,8.430886,0.21431958675384521,23,47104,29.181627087993547,47104,386.0
121.8116661,1000.0,121.8116661,1627,0.009867259,0.14785156,7.8278046,-0.028225537,9.416187,0.25318342447280884,24,49152,30.44056069396902,49152,386.0
134.042403575,1000.0,134.042403575,1614,0.010919051,0.15571289,7.7690835,-0.027496997,13.323855,0.262114942073822,25,51200,31.70917547494173,51200,389.0
148.784989575,1000.0,148.784989575,1639,0.011441716,0.16899414,7.7305894,-0.02975137,18.290508,0.32447028160095215,26,53248,32.95836301497184,53248,421.0
