AverageReturn,eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
-85.1339835,1000.0,-85.1339835,1639,0.008682019,0.12089844,8.503019,-0.023245305,8.429801,-0.061759233474731445,1,2048,1.2565438210149296,2048
-54.278994499999996,1000.0,-54.278994499999996,1743,0.0086767655,0.12509766,8.506217,-0.02391522,13.442148,0.004229724407196045,2,4096,2.4341905870242044,4096
-65.02773333333333,1000.0,-65.02773333333333,1768,0.009031771,0.13105468,8.498251,-0.024006043,13.980344,0.035611510276794434,3,6144,3.5932925100205466,6144
-65.19106124999999,1000.0,-65.19106124999999,1751,0.009813261,0.14565429,8.4946575,-0.022529244,7.6528997,0.04727017879486084,4,8192,4.763276714016683,8192
-47.58966869999999,1000.0,-47.58966869999999,1754,0.008385279,0.119189456,8.491664,-0.020605233,13.780034,0.06331181526184082,5,10240,5.931313387001865,10240
-36.58882275,1000.0,-36.58882275,1719,0.009480431,0.14091797,8.467018,-0.023795744,8.426878,0.08964747190475464,6,12288,7.123073120019399,12288
-29.91641171428571,1000.0,-29.91641171428571,1731,0.010986885,0.17124024,8.440217,-0.025953392,4.6688924,0.13512229919433594,7,14336,8.306866839004215,14336
-15.9465088125,1000.0,-15.9465088125,1731,0.008988017,0.13510743,8.413339,-0.025300916,7.6939216,0.230385422706604,8,16384,9.490402999974322,16384
-9.327237055555555,1000.0,-9.327237055555555,1777,0.009294542,0.13647461,8.400645,-0.023622358,6.5329666,0.20114725828170776,9,18432,10.643544788006693,18432
-10.53995285,1000.0,-10.53995285,1775,0.0070200292,0.09443359,8.40028,-0.019423464,13.775597,0.08896130323410034,10,20480,11.797712369996589,20480
-7.862140545454546,1000.0,-7.862140545454546,1736,0.010988878,0.15805665,8.372736,-0.02932038,4.3522043,0.2230243682861328,11,22528,12.97773096896708,22528
2.068807000000002,1000.0,2.068807000000002,1756,0.01069963,0.15854493,8.357189,-0.030802298,4.096485,0.1407375931739807,12,24576,14.14422082999954,24576
7.559974115384618,1000.0,7.559974115384618,1732,0.00843409,0.12001953,8.349065,-0.022905594,8.967492,0.18320733308792114,13,26624,15.32710449397564,26624
15.339231107142862,1000.0,15.339231107142862,1717,0.009753968,0.14760742,8.327539,-0.027175402,8.508707,0.19612807035446167,14,28672,16.520406760973856,28672
16.708639266666673,1000.0,16.708639266666673,1725,0.008675562,0.1274414,8.334688,-0.023217753,18.891842,0.120358407497406,15,30720,17.708035604970064,30720
15.4631985625,1000.0,15.4631985625,1725,0.008740886,0.1258789,8.348146,-0.023655534,12.663527,0.14268416166305542,16,32768,18.895918476977386,32768
17.468788029411765,1000.0,17.468788029411765,1765,0.011024074,0.16210938,8.31735,-0.030747581,8.789834,0.19669592380523682,17,34816,20.056859729986172,34816
23.517775250000003,1000.0,23.517775250000003,1748,0.010293623,0.15083008,8.267487,-0.028178066,10.337705,0.23515677452087402,18,36864,21.229135946021415,36864
25.545094500000005,1000.0,25.545094500000005,1729,0.011971399,0.17348632,8.214558,-0.030439448,6.6012177,0.19469809532165527,19,38912,22.414123706985265,38912
39.499409975000006,1000.0,39.499409975000006,1725,0.012678196,0.1908203,8.175404,-0.032794606,6.747342,0.21607762575149536,20,40960,23.602086116967257,40960
42.7481537,1000.0,42.7481537,1740,0.011459773,0.16982421,8.17246,-0.029862737,6.4883943,0.1565873622894287,21,43008,24.779339216009248,43008
55.389584250000006,1000.0,55.389584250000006,1732,0.010748805,0.1541504,8.154027,-0.02925865,6.76586,0.23962479829788208,22,45056,25.962326773966197,45056
65.211903175,1000.0,65.211903175,1744,0.012291977,0.17509766,8.102583,-0.030067295,7.287618,0.20363789796829224,23,47104,27.136772921017837,47104
74.060002975,1000.0,74.060002975,1740,0.011804748,0.16801758,8.043055,-0.02695856,8.47155,0.25034528970718384,24,49152,28.31389599700924,49152
84.27582294999999,1000.0,84.27582294999999,1744,0.012384156,0.17714843,8.010609,-0.028964957,11.724202,0.2760428786277771,25,51200,29.48868368699914,51200
94.55518705,1000.0,94.55518705,1728,0.009267784,0.13256836,7.9604263,-0.027654028,9.911814,0.26461219787597656,26,53248,30.67435101501178,53248
107.317728775,1000.0,107.317728775,1780,0.01083978,0.16035156,7.8945074,-0.031131858,11.8976555,0.26127493381500244,27,55296,31.82567620096961,55296
115.95359635,1000.0,115.95359635,1756,0.009301007,0.13950196,7.864127,-0.027514514,13.103384,0.27898818254470825,28,57344,32.992284225008916,57344
128.0738719,1000.0,128.0738719,1750,0.0114416275,0.16694336,7.8342032,-0.030335343,12.654391,0.29608023166656494,29,59392,34.163031700998545,59392
145.0889976,1000.0,145.0889976,1751,0.013199727,0.19189453,7.806472,-0.0328681,12.594364,0.2687527537345886,30,61440,35.333010814967565,61440
155.91803295,1000.0,155.91803295,1741,0.010071155,0.14487305,7.7896194,-0.030115664,18.155064,0.30361008644104004,31,63488,36.509817919984926,63488
168.1022704,1000.0,168.1022704,1685,0.010605544,0.15214844,7.764525,-0.029328223,18.44655,0.3290717601776123,32,65536,37.72590146801667,65536
170.895621625,1000.0,170.895621625,1742,0.011201859,0.1671875,7.7193084,-0.031574063,16.140059,0.2597639560699463,33,67584,38.90220885700546,67584
184.04470584999999,1000.0,184.04470584999999,1743,0.011057893,0.1621582,7.682149,-0.033715826,20.60875,0.30038923025131226,34,69632,40.077577302989084,69632
205.1616889,1000.0,205.1616889,1740,0.013985242,0.20395508,7.6338034,-0.037485957,17.67035,0.31259578466415405,35,71680,41.25490542000625,71680
221.24031314999996,1000.0,221.24031314999996,1751,0.010904492,0.16513672,7.598792,-0.033401288,18.113186,0.3195621967315674,36,73728,42.424630951019935,73728
236.64654854999998,1000.0,236.64654854999998,1779,0.012034493,0.1763672,7.552027,-0.032920115,23.197111,0.26798778772354126,37,75776,43.576320116000716,75776
253.51728525,1000.0,253.51728525,1741,0.012827161,0.19057617,7.4997377,-0.03623998,27.059168,0.27594053745269775,38,77824,44.75285281101242,77824
273.26485095,1000.0,273.26485095,1781,0.010413413,0.14887695,7.464518,-0.031518344,29.3518,0.3760488033294678,39,79872,45.903404035023414,79872
287.13875824999997,1000.0,287.13875824999997,1745,0.0114275785,0.16533203,7.4304442,-0.029270938,33.252296,0.3203030824661255,40,81920,47.077879776014015,81920
320.07802380000004,1000.0,320.07802380000004,1728,0.011401086,0.16826172,7.371141,-0.032064207,30.942434,0.25742602348327637,41,83968,48.26312737498665,83968
341.1152663,1000.0,341.1152663,1743,0.011969299,0.17163086,7.346982,-0.031497065,33.635265,0.3754466772079468,42,86016,49.43880551197799,86016
359.855982175,1000.0,359.855982175,1780,0.01080745,0.15161133,7.3382363,-0.029412344,37.259903,0.3779817819595337,43,88064,50.58970804797718,88064
