AverageReturn,MeanRew,SimRew-MeanRew,Time-MeanRew,eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
1702.9864553250002,1621.0276,232.0551804896471,0.35867742590904234,1000.0,1702.9864553250002,396,0.016620409,0.2253418,3.5996025,-0.01468233,24.041546,0.9750547986477613,270,552960,40551.682375275064,552960
1706.873799075,1890.4375,90.4477847916171,0.3575655037879944,1000.0,1706.873799075,396,0.045513663,0.40405273,3.6034348,-0.008470016,59.12626,0.8072534054517746,280,573440,42464.51333625894,573440
1722.669481425,1792.9854,158.08328637292018,0.3577815224647522,1000.0,1722.669481425,418,0.016102348,0.21074219,3.5002708,-0.016892904,17.622976,0.9814626816660166,290,593920,44363.26191524998,593920
1741.0522939249997,17.98519,187.83255405893925,0.3601761169433594,1000.0,1741.0522939249997,397,0.30107737,0.41918945,3.483036,-0.020346723,57.146263,0.7969699651002884,300,614400,46267.46589672798,614400
1368.274751375,1680.0496,122.43687741083579,0.3577832298755646,1000.0,1368.274751375,396,0.018600864,0.2413086,3.4540677,-0.023803864,133.69507,0.6144026219844818,310,634880,48185.67903029197,634880
1184.70593155,1608.1677,61.96053178978537,0.3564037278175354,1000.0,1184.70593155,378,0.023778703,0.29301757,3.5383334,-0.021512065,69.45171,0.7342680990695953,320,655360,50093.183059884934,655360
1446.050505675,1572.8674,42.38529405784071,0.35868686304092406,1000.0,1446.050505675,407,0.026409592,0.29555663,3.5205002,-0.02046594,73.54574,0.8383716195821762,330,675840,51994.41596948798,675840
1515.4213676,1649.4375,26.379810474042962,0.3579622731685638,1000.0,1515.4213676,404,0.0302652,0.33481446,3.376178,-0.030012488,23.554996,0.9829363320022821,340,696320,53906.41051383596,696320
1594.9687786,1684.6,38.71468323424697,0.35850457754135134,1000.0,1594.9687786,420,0.036012433,0.3720703,3.2619908,-0.025193239,18.966537,0.9808101858943701,350,716800,55814.11162139103,716800
1682.2089957249998,1760.9496,111.36070489490209,0.3584425316333771,1000.0,1682.2089957249998,413,0.034835823,0.36879882,3.1248615,-0.026320245,14.924794,0.9760575611144304,360,737280,57725.53459756286,737280
1711.451773875,1326.1272,1755.7962414446556,0.3583627506732941,1000.0,1711.451773875,424,0.027670288,0.32299805,3.041889,-0.026635,14.555414,0.9748377818614244,370,757760,59635.10209516785,757760
1730.8859875499998,1119.3424,2597.041804435405,0.3578094171524048,1000.0,1730.8859875499998,372,0.031400137,0.34101564,2.939697,-0.016961027,12.333975,0.9829087182879448,380,778240,61545.09456899203,778240
1772.0973391,1709.8572,165.89014774110467,0.35798895487785337,1000.0,1772.0973391,394,0.029379388,0.3088867,2.746711,-0.021190599,13.261128,0.9881113925948739,390,798720,63454.598348347005,798720
1806.4806413,1780.5504,230.8338670253838,0.35834908475875854,1000.0,1806.4806413,411,0.023255449,0.290625,2.7184863,-0.02401373,9.620428,0.9869252294301987,400,819200,65358.46226172894,819200
1806.5732457999998,1760.986,231.51212223068396,0.3582692759990692,1000.0,1806.5732457999998,391,0.027527213,0.32016602,2.60222,-0.018003982,11.674013,0.9824007209390402,410,839680,67268.89367766702,839680
1815.7906517249999,1807.7719,241.30006784219657,0.3592650194644928,1000.0,1815.7906517249999,436,0.03551492,0.3677246,2.541618,-0.022987384,11.035151,0.9911980591714382,420,860160,69174.51007820899,860160
1801.1401964749998,1827.2512,284.7492728800925,0.3607319969177246,1000.0,1801.1401964749998,392,0.025954071,0.3169922,2.35729,-0.015352951,10.555254,0.9918155614286661,430,880640,71093.04498396185,880640
1813.3360566750002,1478.0789,229.53500033971815,0.3578005410671234,1000.0,1813.3360566750002,398,0.032515813,0.34521484,2.237449,-0.008409031,13.039968,0.9822282362729311,440,901120,73017.86973008793,901120
1866.6057903249998,1808.8561,233.2866951774543,0.35678323106765747,1000.0,1866.6057903249998,390,0.033961553,0.35961914,2.1891112,-0.018262342,8.055864,0.9865592215210199,450,921600,74927.96860248689,921600
1874.7187491500001,1890.0266,200.01025085223262,0.36022817902565,1000.0,1874.7187491500001,431,0.047514975,0.42148438,2.0667756,-0.018452328,9.53656,0.9836291652172804,460,942080,76830.72038731491,942080
1875.2985832250001,1501.9708,215.62035003693745,0.3598412458896637,1000.0,1875.2985832250001,393,0.0326543,0.3527832,1.9714947,-0.0173397,15.173266,0.9737851694226265,470,962560,78749.96701841988,962560
1891.482552775,1037.0568,239.4811671511451,0.3589289632797241,1000.0,1891.482552775,397,0.028913345,0.33344728,1.8780962,-0.024011943,6.713061,0.9899279708042741,480,983040,80668.90662298887,983040
