AverageReturn,MeanRew,SimRew-MeanRew,Time-MeanRew,eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
2.2188658500000007,52.4282,0.06438576,0.0009952669620513915,1000.0,2.2188658500000007,129,0.009697171,0.14228515,8.36284,-0.024062602,10.00559,0.14345085620880127,10,20480,49.70491862506606,20480
37.616294925,154.61038,1.745716,0.0012108307361602783,1000.0,37.616294925,464,0.0100847455,0.1461914,8.1184635,-0.025951615,8.175855,0.22256672382354736,20,40960,115.78126659500413,40960
146.395672125,303.4948,4.3303576,0.0011036778450012206,1000.0,146.395672125,505,0.010131424,0.14624023,7.6799645,-0.030091772,14.913595,0.266975462436676,30,61440,192.6995145790279,61440
332.765720725,644.5473,8.151827,0.0010887218952178954,1000.0,332.765720725,509,0.01325151,0.20327148,7.15092,-0.03721837,41.212162,0.2954004406929016,40,81920,285.77915819501504,81920
576.4063506750001,858.4468,13.57205,0.0011451069831848145,1000.0,576.4063506750001,450,0.014182458,0.2015625,6.724038,-0.035707414,68.69209,0.3983164429664612,50,102400,390.6480966198724,102400
809.24747135,1068.1506,20.472504,0.0012375675201416016,1000.0,809.24747135,486,0.014208496,0.209375,6.221255,-0.033421773,112.703384,0.423539936542511,60,122880,502.02007401688024,122880
994.9866815500002,1205.9373,26.977713,0.0012684434413909912,1000.0,994.9866815500002,443,0.017252658,0.23432617,5.779272,-0.032715853,118.04698,0.3555355668067932,70,143360,615.5482433249708,143360
1122.6436986,1271.8073,34.454517,0.001216560173034668,1000.0,1122.6436986,486,0.016055387,0.22949219,5.537839,-0.027906489,121.2278,0.479251503944397,80,163840,728.2429539531004,163840
1258.0126027000001,1313.5615,43.646255,0.0012114695072174071,1000.0,1258.0126027000001,411,0.01902286,0.23964843,5.3510294,-0.021093559,117.94883,0.5529520809650421,90,184320,841.7980705338996,184320
1334.4332409249998,1370.8278,53.266037,0.0012094858646392822,1000.0,1334.4332409249998,441,0.018325012,0.24282226,5.246349,-0.016050808,109.459885,0.6129277050495148,100,204800,956.4642617879435,204800
1377.0039141749999,1443.4232,61.895844,0.0011163124561309815,1000.0,1377.0039141749999,443,0.027284175,0.29467773,5.1124067,-0.027336195,88.78135,0.48534095287323,110,225280,1067.1851137049962,225280
