EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,MeanRew,SilSamples,SimRew-MeanRew,Time-MeanRew,TimeElapsed,TimestepsSoFar,entloss,entropy,ev_tdlam_before,meankl,optimgain,surrgain
1000.0,-26.460016,2,20,-39.93266,283.0,32.42397278373368,0.15353662304878235,54.555877923965454,20000,0.0,8.163727,0.32085955142974854,0.009031351,0.04595854,0.04595854
1000.0,-1.188736,2,40,55.0979,365.0,34.916975341836384,0.15351331081390382,877.685661315918,40000,0.0,7.8153152,-0.17296016216278076,0.008771837,0.051315475,0.051315475
1000.0,27.456594,2,61,-0.61842585,249.0,27.915258811757965,0.15264382271766663,1709.1279692649841,61000,0.0,7.4670405,0.2832688093185425,0.008889979,0.052907743,0.052907743
1000.0,74.777084,2,81,415.29108,166.0,3.159969125421552,0.15457012825012206,2540.240517616272,81000,0.0,7.119019,0.18764907121658325,0.008995879,0.058924515,0.058924515
1000.0,144.07104,2,102,836.2656,128.0,15.591737328471808,0.15368276576995848,3388.8049778938293,102000,0.0,6.770395,0.4795839190483093,0.008872241,0.06247642,0.06247642
1000.0,227.67007,2,122,1012.9152,115.0,13.349940652896414,0.15391782603263854,4236.417372465134,122000,0.0,6.4211783,0.6792006492614746,0.009108348,0.07111214,0.07111214
1000.0,328.80215,2,143,1172.2131,89.0,11.971624302952671,0.15416918654441833,5081.79057431221,143000,0.0,6.071655,0.8404609858989716,0.008758268,0.068506345,0.068506345
1000.0,435.95648,2,163,1219.8352,94.0,20.71546751183683,0.15484822216033936,5925.014231204987,163000,0.0,5.7223005,0.9045939743518829,0.008888124,0.06877984,0.06877984
1000.0,575.44305,2,184,1308.7404,100.0,27.95627679792001,0.15401924948692322,6774.584175825119,184000,0.0,5.3734155,0.8933079242706299,0.008877009,0.06882759,0.06882759
1000.0,701.8626,2,204,1261.8951,117.0,56.83584389370624,0.15382433366775514,7617.778219938278,204000,0.0,5.0233893,0.8227701783180237,0.0088487035,0.06276354,0.06276354
1000.0,821.34686,2,225,1272.5485,136.0,62.93955367456102,0.15380153951644898,8463.676152467728,225000,0.0,4.6727695,0.9304058775305748,0.008820642,0.062421195,0.062421195
1000.0,915.64514,2,245,23.542143,126.0,142.64267936048634,0.1556189887046814,9312.292093038559,245000,0.0,4.3230405,0.9467801712453365,0.008948803,0.05785724,0.05785724
1000.0,990.7531,2,266,635.259,152.0,161.46323030967216,0.15392877497673035,10170.480261564255,266000,0.0,3.9735756,0.9428562968969345,0.009181625,0.06909684,0.06909684
1000.0,1046.4705,2,286,36.915165,115.0,211.15394561010208,0.1536753590106964,11020.08485865593,286000,0.0,3.6242032,0.9559384137392044,0.008800348,0.061197877,0.061197877
