AverageReturn,MeanRew,SimRew-MeanRew,Time-MeanRew,eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
2.2188658500000007,184.92056,19.079565592022355,0.31791414766311643,1000.0,2.2188658500000007,137,0.009697171,0.14228515,8.36284,-0.024062602,10.00559,0.14345085620880127,10,20480,43.86357751605101,20480
51.972709975,329.75967,4.0133048329904595,0.3172509460449219,1000.0,51.972709975,445,0.0103121605,0.15039062,8.066617,-0.028428268,5.2494545,0.32890117168426514,20,40960,1694.4036203238647,40960
161.69289870000003,422.65894,3.946135877133204,0.3184461021900177,1000.0,161.69289870000003,516,0.012694913,0.18105468,7.6314607,-0.03414922,13.315916,0.21496903896331787,30,61440,3350.746655850904,61440
302.400989175,507.24365,23.80005120678101,0.3185959198474884,1000.0,302.400989175,487,0.011493365,0.17402343,7.289941,-0.03343908,22.362917,0.28244996070861816,40,81920,5026.432949749986,81920
478.1277679,1056.7683,11.199988612969586,0.31508033213615416,1000.0,478.1277679,483,0.012472393,0.18520507,6.8503547,-0.03312,40.83235,0.43139708042144775,50,102400,6718.774712071987,102400
700.717481725,1172.0282,73.38232051212368,0.31791603107452393,1000.0,700.717481725,520,0.013636823,0.19453125,6.4136977,-0.034952756,76.75343,0.4418600797653198,60,122880,8397.368157902965,122880
933.6033785250002,-5.120093,18.22589480279891,0.3174907644748688,1000.0,933.6033785250002,502,0.0151057495,0.2140625,6.067645,-0.029554397,95.729164,0.44420719146728516,70,143360,10088.964807303855,143360
1074.1952465,1457.4615,16.185533040773535,0.318591441822052,1000.0,1074.1952465,488,0.016727723,0.2243164,5.754102,-0.026011953,104.15001,0.5187398791313171,80,163840,11781.716660029022,163840
1155.46253725,1511.8484,19.656984586858233,0.314046600484848,1000.0,1155.46253725,482,0.015155208,0.19833985,5.5125356,-0.022997519,98.3851,0.5117413103580475,90,184320,13479.172619157005,184320
1221.656510125,1455.4747,46.467635494499326,0.31722907757759095,1000.0,1221.656510125,493,0.019566353,0.25439453,5.2659645,-0.020302322,105.80907,0.5443918108940125,100,204800,15150.767227307893,204800
1307.819387625,1058.9928,77.16552220881954,0.32008860020637514,1000.0,1307.819387625,529,0.022919253,0.29160157,5.1014752,-0.015302558,94.61382,0.5540571808815002,110,225280,16835.800853983965,225280
1374.3982834,1026.4893,146.64504342338486,0.3179919681072235,1000.0,1374.3982834,463,0.024728265,0.29594725,4.9787574,-0.015582336,80.91168,0.8038239479064941,120,245760,18538.026071010856,245760
1407.2586505499999,958.5251,144.2316881105472,0.31629228672981263,1000.0,1407.2586505499999,469,0.023494847,0.2794922,4.8748937,-0.012823853,70.293045,0.8336628526449203,130,266240,20229.15086371405,266240
1386.4962374499999,916.43225,157.78741386465072,0.3214352903366089,1000.0,1386.4962374499999,479,0.015649257,0.21782227,4.842561,-0.013392203,60.417206,0.614422470331192,140,286720,21913.24677631189,286720
1402.32212205,1436.1262,109.29628509519313,0.31712662782669065,1000.0,1402.32212205,534,0.01729379,0.23183593,4.733404,-0.01211065,45.71951,0.8478291034698486,150,307200,23623.970132523915,307200
1455.1865031,1382.6953,142.94674334130502,0.26941556596755983,1000.0,1455.1865031,513,0.031755026,0.34677735,4.716869,-0.01735823,45.526634,0.6670389771461487,160,327680,25311.422625073,327680
1458.4579807000002,1406.8386,152.961586538874,0.2250467261314392,1000.0,1458.4579807000002,608,0.022482472,0.29208985,4.6480794,-0.026441675,31.478622,0.8321674019098282,170,348160,26735.53954569297,348160
1454.2062659,541.43335,262.39547420143214,0.21550896458625793,1000.0,1454.2062659,587,0.017137645,0.2275879,4.517702,-0.018882066,26.39208,0.9096207618713379,180,368640,27932.915598711,368640
1459.838881975,1175.6047,305.117693826945,0.21703904509544372,1000.0,1459.838881975,666,0.023984432,0.27211913,4.3264656,-0.01294146,29.802338,0.9334479495882988,190,389120,29082.994279651903,389120
1469.7490061,854.1553,218.4575280145647,0.21521477694511412,1000.0,1469.7490061,772,0.015868204,0.2197754,4.2449017,-0.022089744,14.909941,0.9699409939348698,200,409600,30238.27755062701,409600
1474.7279039500002,888.43,460.36648826374386,0.2189264925956726,1000.0,1474.7279039500002,848,0.019434255,0.24941406,4.137864,-0.021672938,14.153776,0.9772727340459824,210,430080,31383.739560164977,430080
1473.2036061249999,830.54944,149.40387495033116,0.2003902367591858,1000.0,1473.2036061249999,686,0.019869655,0.2546875,4.120492,-0.021194356,13.086168,0.9833343457430601,220,450560,32552.562538505066,450560
1489.3045207999999,1620.4124,130.48828160304063,0.17168636569976806,1000.0,1489.3045207999999,845,0.03717582,0.37426758,3.980772,-0.026496166,15.975438,0.9244652539491653,230,471040,33609.87030118005,471040
