EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,MeanRew,SimRew-MeanRew,Time-MeanRew,TimeElapsed,TimestepsSoFar,entloss,entropy,ev_tdlam_before,meankl,optimgain,surrgain
1000.0,-9.519895,2,20,257.33307,24.004757762760494,0.2786182178020477,77.29553556442261,20000,0.0,8.16458,0.39068055152893066,0.009104352,0.044719204,0.044719204
1000.0,3.9202228,2,40,23.665266,17.870704038901867,0.27989787707328795,1571.2037916183472,40000,0.0,7.8150887,0.5484865307807922,0.008843128,0.048493143,0.048493143
1000.0,39.47605,2,61,385.80334,9.40027083314373,0.27892804102897645,3076.9673821926117,61000,0.0,7.464941,0.3515976071357727,0.008845001,0.05602063,0.05602063
1000.0,83.79922,2,81,309.79266,22.10987390543219,0.2783739411354065,4593.695530414581,81000,0.0,7.114388,0.47219282388687134,0.009090901,0.06246196,0.06246196
1000.0,141.02567,2,102,589.83307,-3.9340679387682473,0.2799016426563263,6118.359642505646,102000,0.0,6.7631745,0.3840765953063965,0.00890987,0.06092085,0.06092085
1000.0,211.03238,2,122,944.65216,-6.200693584582429,0.2811052745819092,7657.7278554439545,122000,0.0,6.411985,0.690911740064621,0.008874685,0.065986976,0.065986976
1000.0,315.8496,2,143,1275.2949,16.15203757660246,0.27862109003067015,9196.237075090408,143000,0.0,6.0624104,0.734014242887497,0.008943401,0.064402215,0.064402215
1000.0,455.03867,2,163,1333.9688,15.506983665025487,0.2774511516571045,10718.421915054321,163000,0.0,5.712445,0.811034306883812,0.008897712,0.07116538,0.07116538
1000.0,607.9105,2,184,1386.5758,23.896699730486347,0.2817720956802368,12240.03753900528,184000,0.0,5.363534,0.8576927483081818,0.0088291075,0.06258544,0.06258544
1000.0,733.549,2,204,891.81573,260.3347543910229,0.27680063452720644,13783.879772663116,204000,0.0,5.015628,0.8138853460550308,0.009053625,0.064310625,0.064310625
1000.0,824.7889,2,225,1270.5494,92.63063155569233,0.2797029377937317,15299.72662973404,225000,0.0,4.667725,0.936716303229332,0.008836547,0.064696655,0.064696655
1000.0,951.235,2,245,1351.1958,87.17063559315434,0.27835507884025573,16832.373506069183,245000,0.0,4.318647,0.9608802795410156,0.008763695,0.06330526,0.06330526
1000.0,1056.6707,2,266,1357.9119,99.56650599813591,0.2792355311870575,18362.416395187378,266000,0.0,3.9691198,0.8894289880990982,0.0087651145,0.0591812,0.0591812
1000.0,1122.0813,2,286,1001.03577,188.30932736964527,0.2768703459262848,19893.37426328659,286000,0.0,3.6197543,0.9601503275334835,0.009132696,0.05866885,0.05866885
1000.0,1199.2336,2,307,1447.8347,107.66141913218067,0.27819031105041503,21412.250980377197,307000,0.0,3.2703238,0.9443011172115803,0.008845142,0.055896997,0.055896997
1000.0,1273.9727,2,327,1575.443,103.68919481172212,0.27835455746650695,22941.617309093475,327000,0.0,2.9210258,0.969969131052494,0.008820255,0.058934845,0.058934845
1000.0,1319.3878,2,348,1541.158,143.73738202056558,0.27009864835739134,24471.129231452942,348000,0.0,2.5713546,0.9643382206559181,0.00881786,0.057869166,0.057869166
1000.0,1355.8767,2,368,753.8346,164.7866264068633,0.22001112451553345,25949.05338859558,368000,0.0,2.2227778,0.9757834710180759,0.008952714,0.050392468,0.050392468
1000.0,1397.0334,2,389,5.282177,152.37907181571225,0.1951408420085907,27160.371307611465,389000,0.0,1.8730464,0.9655003286898136,0.008791783,0.057125103,0.057125103
1000.0,1432.6633,2,409,1408.0289,176.94127437151352,0.18936210565567016,28245.26412010193,409000,0.0,1.5237128,0.969693087041378,0.0091252085,0.054477252,0.054477252
1000.0,1475.4851,2,430,1207.1018,208.96056174644235,0.19106932554244996,29294.118718147278,430000,0.0,1.1758295,0.942167978733778,0.008810367,0.055948056,0.055948056
1000.0,1501.7526,2,450,1413.9131,175.86604162164576,0.1901092068195343,30352.969750642776,450000,0.0,0.8263443,0.9704764317721128,0.008816183,0.053884096,0.053884096
1000.0,1518.9246,3,471,1328.731,200.04232987704998,0.19201446290016175,31408.51837849617,471000,0.0,0.4783863,0.9843046516180038,0.008758137,0.059110455,0.059110455
1000.0,1544.402,2,491,1475.5259,178.5149641702733,0.17885493402481079,32475.59605526924,491000,0.0,0.12995923,0.9844964500516653,0.008849345,0.056025993,0.056025993
1000.0,1574.926,3,512,970.4632,174.78489258051096,0.1535689697265625,33463.10510587692,512000,0.0,-0.21794619,0.9815184772014618,0.00880858,0.054102656,0.054102656
1000.0,1593.3572,2,532,1512.8152,199.9248552903197,0.15251719665527344,34308.724858284,532000,0.0,-0.56660587,0.9768591355532408,0.009095428,0.046715964,0.046715964
1000.0,1603.8054,2,552,1548.9526,220.2228491057084,0.15212395467758177,35147.85992217064,552000,0.0,-0.91624117,0.9684156216681004,0.008746894,0.051797234,0.051797234
1000.0,1622.0339,2,573,1605.5116,181.25529163123184,0.15294693913459778,35988.24393606186,573000,0.0,-1.2648529,0.9828200750052929,0.008647744,0.05041533,0.05041533
1000.0,1642.2937,2,593,1576.7003,209.60081064125234,0.15203096151351927,36831.128987789154,593000,0.0,-1.6134646,0.9874222204089165,0.008831479,0.050932575,0.050932575
1000.0,1657.9661,2,614,1678.8083,239.36153645158956,0.1525625343322754,37671.27278971672,614000,0.0,-1.9609315,0.9861604077741504,0.008913003,0.052189037,0.052189037
1000.0,1676.2415,2,634,1373.8477,226.36190916536512,0.15242554116249085,38511.54723954201,634000,0.0,-2.3066819,0.9832826144993305,0.008839828,0.051082395,0.051082395
1000.0,1688.9055,2,655,1705.0813,233.93007454048032,0.1530793040752411,39350.74209904671,655000,0.0,-2.6539304,0.9910284336656332,0.008677989,0.05192989,0.05192989
1000.0,1698.9753,2,675,1698.6703,258.91883107109015,0.15353987097740174,40191.44138646126,675000,0.0,-3.0031586,0.989022052846849,0.008840295,0.04826897,0.04826897
1000.0,1707.0336,2,696,1640.6306,285.05415921406774,0.15422806944847106,41033.8362197876,696000,0.0,-3.3518505,0.9824064001441002,0.007040391,0.045461535,0.045461535
1000.0,1714.9326,2,716,1659.6516,310.19346217331156,0.15346227054595948,41879.869792461395,716000,0.0,-3.6996427,0.988788777962327,0.008776369,0.047060303,0.047060303
