AverageReturn,MeanRew,SimRew-MeanRew,Time-MeanRew,eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
-11.5976343,-14.871805,8.8584827662019,0.3505149569511414,1000.0,-11.5976343,120,0.009724943,0.14355469,8.382496,-0.02330239,8.106465,0.16931462287902832,10,20480,51.07797084515914,20480
22.752368049999998,37.032814,16.502509805695038,0.35417332530021667,1000.0,22.752368049999998,449,0.0103215445,0.15185547,8.2385645,-0.027354266,6.067109,0.21652185916900635,20,40960,1869.9081338690594,40960
129.884706225,225.47295,8.268427959159352,0.35130796666145325,1000.0,129.884706225,403,0.010785424,0.1616211,7.863626,-0.030493084,18.573765,0.28764790296554565,30,61440,3723.2315006721765,61440
322.9924143,974.57733,37.3424952191693,0.3515370388031006,1000.0,322.9924143,419,0.011755126,0.17446288,7.3638697,-0.031452574,43.578896,0.40462273359298706,40,81920,5573.828239092138,81920
591.616813925,1129.4791,-34.76093326647947,0.35487494969367983,1000.0,591.616813925,443,0.013968522,0.2,6.921376,-0.033778735,73.01629,0.36756569147109985,50,102400,7439.060097278096,102400
799.270584975,774.7251,22.029823956004545,0.3550256184577942,1000.0,799.270584975,403,0.013030136,0.18544921,6.554747,-0.029492449,110.85228,0.357200562953949,60,122880,9330.112487692153,122880
954.456213225,1571.5417,3.8480644917259283,0.35761582531929015,1000.0,954.456213225,401,0.015473979,0.21621093,6.252616,-0.027565014,115.61665,0.4496142268180847,70,143360,11222.088427989045,143360
1046.4417767999998,1624.4877,21.51030168910887,0.3531381227016449,1000.0,1046.4417767999998,400,0.015881177,0.22402343,6.0673656,-0.021566749,121.42928,0.4395720958709717,80,163840,13129.157704110024,163840
1162.54078995,441.3439,195.78794993971474,0.3550614804267883,1000.0,1162.54078995,397,0.01552743,0.20932618,5.8447924,-0.025140122,114.36894,0.4175530672073364,90,184320,15010.749048480997,184320
1309.24043155,1032.4448,179.0140668354203,0.35452723960876464,1000.0,1309.24043155,387,0.016833402,0.23261718,5.640566,-0.01753371,107.65587,0.5532051026821136,100,204800,16902.257618525997,204800
1358.071980575,1123.0463,132.03407373645862,0.3529766218662262,1000.0,1358.071980575,438,0.020663872,0.26674804,5.504546,-0.017832976,108.86549,0.6417853236198425,110,225280,18790.223881973187,225280
1315.3688081,1343.9714,93.07981460340051,0.3549131247997284,1000.0,1315.3688081,415,0.024661642,0.2930664,5.3590527,-0.016003996,93.472885,0.3265925645828247,120,245760,20668.431590883993,245760
1362.316186525,71.81461,140.97658187923673,0.3545020326137543,1000.0,1362.316186525,434,0.019375857,0.23505859,5.2239966,-0.011972793,87.7794,0.7293493449687958,130,266240,22558.74268281716,266240
1382.029837775,29.34859,64.71614001431944,0.3560031654834747,1000.0,1382.029837775,407,0.018010061,0.23652343,5.1613116,-0.017776277,98.14978,0.6512069404125214,140,286720,24444.61947720917,286720
1276.5044670749999,-7.619784,70.6992195095589,0.35509110250473025,1000.0,1276.5044670749999,431,0.02104425,0.26425782,5.109803,-0.015752254,63.04489,0.5973843038082123,150,307200,26340.97234929609,307200
1348.7038371249998,14.707506,91.7178978510077,0.3542232883453369,1000.0,1348.7038371249998,403,0.01644924,0.22075196,5.010547,-0.00927487,47.990883,0.8399521857500076,160,327680,28233.822437116178,327680
1333.697518675,1584.8752,102.56735221152934,0.3539112753868103,1000.0,1333.697518675,416,0.03217184,0.3519043,4.879306,-0.023624975,122.28108,0.7307745814323425,170,348160,30121.056392631028,348160
1311.993667575,147.4799,212.47262551512085,0.35585557723045347,1000.0,1311.993667575,421,0.024131063,0.28588867,4.7543335,-0.021326508,58.71836,0.653846800327301,180,368640,32007.73237046902,368640
