EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,MeanRew,SilSamples,SimRew-MeanRew,Time-MeanRew,TimeElapsed,TimestepsSoFar,entloss,entropy,ev_tdlam_before,meankl,optimgain,surrgain
1000.0,-32.902367,2,20,-254.19974,295.0,35.93755920453215,0.28162807393074035,80.87733936309814,20000,0.0,8.165395,0.3092501759529114,0.008912073,0.04413242,0.04413242
1000.0,-7.7896705,2,40,20.11687,152.0,34.759078205771885,0.281341189956665,1582.5818815231323,40000,0.0,7.817865,0.2011547088623047,0.008882517,0.0508772,0.0508772
1000.0,59.202454,2,61,7.790965,155.0,28.75057816362858,0.2835791387557983,3098.0509679317474,61000,0.0,7.4678893,0.1853020191192627,0.008794686,0.05763164,0.05763164
1000.0,131.64488,2,81,225.02328,138.0,18.97719737707915,0.2809989746570587,4637.440614700317,81000,0.0,7.1200023,0.5563276410102844,0.008830339,0.060751177,0.060751177
1000.0,205.85246,2,102,65.57522,102.0,30.860196871239133,0.2814505477428436,6173.135836362839,102000,0.0,6.770637,0.3384336233139038,0.008975491,0.066030845,0.066030845
1000.0,285.7017,2,122,600.39954,100.0,21.2150082935262,0.2811947208404541,7715.370681524277,122000,0.0,6.4221287,0.7248504161834717,0.008988695,0.060524374,0.060524374
1000.0,382.81952,2,143,395.82687,105.0,41.743259595949525,0.28027675557136533,9255.787564992905,143000,0.0,6.0733323,0.7915249019861221,0.00900537,0.063984655,0.063984655
1000.0,484.61874,2,163,1011.72736,139.0,10.3949693877842,0.28051446318626405,10788.698970794678,163000,0.0,5.7231474,0.8571005761623383,0.008965951,0.07123738,0.07123738
1000.0,599.5213,2,184,859.73535,83.0,70.36630236144666,0.2794083841323853,12323.983264923096,184000,0.0,5.373856,0.9228039011359215,0.008927862,0.06483303,0.06483303
1000.0,730.5612,2,204,793.0321,103.0,88.52884652620165,0.28014592537879945,13857.29129934311,204000,0.0,5.024424,0.9389235861599445,0.008953511,0.07188299,0.07188299
1000.0,851.0529,2,225,852.6289,108.0,112.70619867817658,0.2810702923297882,15395.996188402176,225000,0.0,4.674426,0.9600960351526737,0.008765202,0.07329762,0.07329762
1000.0,909.7833,2,245,14.671498,172.0,100.75843946216833,0.27993467407226563,16939.190181016922,245000,0.0,4.325941,0.9364858195185661,0.008941315,0.06346276,0.06346276
1000.0,1000.5029,2,266,1318.7816,101.0,99.74652244210665,0.28038857431411746,18474.74146580696,266000,0.0,3.9764435,0.9593564793467522,0.008813495,0.06482664,0.06482664
1000.0,1099.3278,2,286,304.27682,172.0,97.19759789909054,0.2813456039905548,20016.332839012146,286000,0.0,3.6279747,0.9748008754104376,0.008859709,0.062390648,0.062390648
1000.0,1130.2959,2,307,1313.9431,159.0,105.64175286646449,0.2810905107498169,21560.838367938995,307000,0.0,3.279404,0.9583450853824615,0.008746041,0.06194952,0.06194952
1000.0,1185.4193,2,327,1473.2073,130.0,85.88108835169372,0.2802212513923645,23111.65678358078,327000,0.0,2.9307876,0.9525513201951981,0.008989846,0.062223792,0.062223792
1000.0,1256.7972,2,348,1361.4886,171.0,153.03039397644733,0.27116375513076785,24655.70405459404,348000,0.0,2.5822086,0.9732155837118626,0.008903088,0.058025777,0.058025777
1000.0,1300.2291,2,368,1208.533,187.0,200.37420981667017,0.21722481932640075,26136.404121637344,368000,0.0,2.2339077,0.9595453664660454,0.008872757,0.061710052,0.061710052
1000.0,1337.4609,2,389,965.21814,135.0,294.26594549506416,0.189242059135437,27326.70667386055,389000,0.0,1.8858094,0.9735026825219393,0.0087487195,0.062069617,0.062069617
1000.0,1356.5176,2,409,847.7964,185.0,184.58045493722935,0.19231587505340575,28373.610211849213,409000,0.0,1.5380762,0.9663872234523296,0.00891333,0.055162355,0.055162355
1000.0,1382.014,2,430,428.2758,182.0,176.17718551068796,0.19199296669960023,29445.73503637314,430000,0.0,1.1897992,0.9429353922605515,0.008921331,0.049448065,0.049448065
1000.0,1410.1536,2,450,1038.8596,232.0,283.34139826451775,0.19262052149772643,30512.800912618637,450000,0.0,0.84124327,0.9725972302258015,0.008987222,0.11102624,0.11102624
1000.0,1425.9817,3,471,298.8373,209.0,167.33894934670133,0.19212020797729493,31580.49519443512,471000,0.0,0.49335524,0.974965313449502,0.009055609,0.05583656,0.05583656
1000.0,1439.5645,2,491,1337.7926,196.0,399.2986296364976,0.17773308033943178,32638.85009741783,491000,0.0,0.14468797,0.9628951586782932,0.008877983,0.06214966,0.06214966
1000.0,1455.6848,3,512,1527.1932,218.0,134.99567231524637,0.15350513982772826,33606.31517839432,512000,0.0,-0.20251173,0.9789912272244692,0.009002858,0.06033501,0.06033501
1000.0,1476.2906,2,532,636.2757,226.0,184.3587054469265,0.15291048254966735,34454.068397045135,532000,0.0,-0.5509932,0.9787981547415257,0.008920558,0.061440017,0.061440017
1000.0,1495.5834,2,552,1560.8171,244.0,161.28442597356266,0.15256950182914733,35295.83135390282,552000,0.0,-0.89747703,0.9775481019169092,0.008834991,0.061377108,0.061377108
1000.0,1493.0891,2,573,1515.8577,308.0,195.6816131582242,0.1523537242412567,36137.867963552475,573000,0.0,-1.2453737,0.9682772569358349,0.009110527,0.058218576,0.058218576
1000.0,1495.647,2,593,1476.6022,264.0,231.53204165408215,0.15177118887901306,36979.64356088638,593000,0.0,-1.5924376,0.9373601675033569,0.00913345,0.057939082,0.057939082
1000.0,1512.1812,2,614,1527.613,341.0,217.3033470692862,0.15158312478065492,37816.62327528,614000,0.0,-1.9405749,0.726066380739212,0.009099688,0.045708403,0.045708403
1000.0,1516.5232,2,634,1428.7207,265.0,158.02461736279585,0.1526747615814209,38651.94252324104,634000,0.0,-2.2888198,0.9830237776041031,0.009623856,0.052519,0.052519
1000.0,1531.9208,2,655,1520.7526,265.0,170.25381634132205,0.15565735769271852,39491.876160144806,655000,0.0,-2.636713,0.9782077874988317,0.008929014,0.05306167,0.05306167
1000.0,1548.4795,2,675,1601.671,279.0,197.99355966607783,0.15359975900650025,40346.75456213951,675000,0.0,-2.984553,0.9368076547980309,0.008947925,0.046940684,0.046940684
1000.0,1559.1748,2,696,1480.7203,248.0,561.4589301580111,0.1528415466308594,41190.95573759079,696000,0.0,-3.332933,0.9431507959961891,0.008991366,0.054305654,0.054305654
1000.0,1565.1273,2,716,1530.5316,253.0,300.3395134612555,0.1530533172607422,42031.304926633835,716000,0.0,-3.6806033,0.9667149633169174,0.008879067,0.05134082,0.05134082
1000.0,1572.7014,2,737,1570.1145,284.0,258.84590581556466,0.1528680253982544,42872.73197674751,737000,0.0,-4.0278893,0.9630461260676384,0.0066203633,0.048379518,0.048379518
1000.0,1585.0862,2,757,1572.1847,203.0,264.74771832946857,0.15327465362548828,43713.95879292488,757000,0.0,-4.3756895,0.9887792486697435,0.0060942704,0.04443303,0.04443303
1000.0,1597.336,2,778,1528.778,256.0,230.01434483832637,0.154261114692688,44556.6908352375,778000,0.0,-4.724692,0.9754922166466713,0.008924176,0.060839713,0.060839713
1000.0,1602.5569,2,798,1574.0378,234.0,206.1532846559266,0.15301038732528688,45400.57658457756,798000,0.0,-5.073288,0.9786307234317064,0.009052122,0.051578548,0.051578548
1000.0,1611.7327,2,819,1605.4292,272.0,145.53651086011124,0.1539162155151367,46241.90492272377,819000,0.0,-5.420978,0.979259792715311,0.0089512775,0.056970786,0.056970786
1000.0,1611.9875,2,839,1266.2894,244.0,175.11419434322255,0.1526654972076416,47091.202146053314,839000,0.0,-5.769001,0.9759029168635607,0.008930288,0.051439382,0.051439382
1000.0,1611.5406,2,860,1599.7593,243.0,161.05577763734092,0.1533883687019348,47934.534759521484,860000,0.0,-6.1164856,0.9760482925921679,0.008896915,0.051538058,0.051538058
1000.0,1618.6501,2,880,1613.2712,221.0,173.72630886116596,0.15265389833450319,48779.13893485069,880000,0.0,-6.4642687,0.9869224084541202,0.008911755,0.05961518,0.05961518
1000.0,1623.3806,2,901,1591.6018,269.0,199.0905426674564,0.15330108008384705,49623.45713806152,901000,0.0,-6.812753,0.9803139623254538,0.008624481,0.054231476,0.054231476
1000.0,1627.4287,2,921,1567.9314,262.0,218.213042751089,0.1529527916431427,50466.05737876892,921000,0.0,-7.1611347,0.984794887714088,0.0090336315,0.050308563,0.050308563
1000.0,1628.7096,2,942,1601.0061,264.0,200.60238711860987,0.15253770775794984,51307.32252240181,942000,0.0,-7.508397,0.9779497347772121,0.007671722,0.04664141,0.04664141
1000.0,1631.7083,2,962,1622.6438,247.0,164.46522439096515,0.15224223866462708,52148.18761134148,962000,0.0,-7.8552184,0.983800146728754,0.0071208947,0.047571138,0.047571138
1000.0,1631.008,3,983,1607.2976,294.0,141.31688155018395,0.15196087965965271,52988.02189731598,983000,0.0,-8.188994,0.986199333332479,0.008940501,0.050132267,0.050132267
